quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,simd,simdqf,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_simd,total_episodes_per_quarter_simd
2017Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2378,7650,3.21698906644239,NA,2368,21111,8.91511824324324,NA,57490,58402
2017Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2332,7141,3.06217838765009,NA,2281,17108,7.50021920210434,NA,56998,58062
2017Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2336,7347,3.1451198630137,NA,2302,18681,8.11511728931364,NA,59111,60339
2018Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2317,7670,3.31031506258092,NA,2295,20355,8.86928104575163,NA,58884,59779
2018Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2243,7122,3.17521176995096,NA,2223,18654,8.39136302294197,NA,59541,60662
2018Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2264,6411,2.83171378091873,NA,2227,15523,6.97036371800629,NA,58852,60019
2018Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2267,6624,2.92192324658139,NA,2242,16485,7.35280999107939,NA,60811,61821
2019Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2381,6753,2.83620327593448,NA,2341,17916,7.65313968389577,NA,60699,61351
2019Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2417,6112,2.52875465453041,NA,2386,17595,7.3742665549036,NA,61913,63104
2019Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2325,5962,2.56430107526882,NA,2279,15986,7.01448003510312,NA,61761,63083
2019Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2464,5789,2.34943181818182,NA,2424,18803,7.75701320132013,NA,62566,63691
2020Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2181,5474,2.50985786336543,NA,2234,19734,8.83348254252462,NA,58425,58026
2020Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,1873,4116,2.19754404698345,NA,1844,11715,6.35303687635575,NA,47527,48878
2020Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2216,5238,2.36371841155235,NA,2172,15435,7.10635359116022,NA,56644,58054
2020Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2088,5479,2.62404214559387,NA,2066,15157,7.33639883833495,NA,54958,55724
2021Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2003,5479,2.73539690464304,NA,1985,15704,7.91133501259446,NA,53408,54598
2021Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2191,5721,2.6111364673665,NA,2176,15151,6.96277573529412,NA,59876,61024
2021Q3,p,S08000030,NA,S08000030,d,Emergency Inpatients,NA,4,NA,2146,6343,2.95573159366263,NA,2099,15776,7.51595998094331,NA,58929,59660
2016Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1443,3876,2.68607068607069,NA,1437,11302,7.86499652052888,NA,48789,49574
2016Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1562,5293,3.38860435339309,NA,1530,13517,8.83464052287582,NA,49817,50493
2017Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1569,4809,3.06500956022945,NA,1564,13034,8.33375959079284,NA,48563,49158
2017Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1505,5008,3.32757475083056,NA,1497,14272,9.53373413493654,NA,48709,49089
2017Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1479,4425,2.99188640973631,NA,1447,10888,7.52453351762267,NA,48878,49750
2017Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1611,4903,3.04345127250155,NA,1584,13145,8.29861111111111,NA,50635,51597
2018Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1522,5125,3.36727989487516,NA,1525,13711,8.99081967213115,NA,50296,50808
2018Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1448,7361,5.0835635359116,NA,1429,14859,10.3981805458362,NA,49625,49920
2018Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1427,3761,2.63559915907498,NA,1400,10626,7.59,NA,48847,49787
2018Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1541,4458,2.89292667099286,NA,1533,12281,8.01108936725375,NA,52225,52949
2019Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1516,4674,3.08311345646438,NA,1497,11953,7.98463593854375,NA,51583,52175
2019Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1598,4799,3.00312891113892,NA,1557,12801,8.22157996146435,NA,52222,52974
2019Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1532,4276,2.7911227154047,NA,1524,13294,8.72309711286089,NA,52734,53908
2019Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1542,3946,2.55901426718547,NA,1536,14405,9.37825520833333,NA,52902,53620
2020Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1444,3684,2.55124653739612,NA,1465,13199,9.00955631399317,NA,49182,48675
2020Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1227,3025,2.46536267318663,NA,1224,8911,7.28022875816993,NA,39438,40524
2020Q3,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1447,3575,2.47062888735314,NA,1422,10728,7.54430379746835,NA,47617,48459
2020Q4,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1425,3885,2.72631578947368,NA,1384,10694,7.72687861271676,NA,45843,46759
2021Q1,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1344,3493,2.59895833333333,NA,1346,11236,8.34769687964339,NA,45623,46276
2021Q2,NA,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1390,3716,2.67338129496403,NA,1372,10037,7.31559766763848,NA,50477,51506
2021Q3,p,S08000030,NA,S08000030,d,Emergency Inpatients,NA,5,NA,1481,4035,2.72451046590142,NA,1472,12106,8.2241847826087,NA,48852,49110
2016Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1666,3820,2.29291716686675,NA,1665,13456,8.08168168168168,NA,106245,107465
2016Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1750,3870,2.21142857142857,NA,1723,12701,7.37144515380151,NA,103596,105102
2017Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1802,4446,2.46725860155383,NA,1771,14791,8.35177865612648,NA,101208,102663
2017Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,2006,4541,2.26370887337986,NA,1987,14937,7.51736285858077,NA,103344,104270
2017Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1807,4146,2.29441062534588,NA,1801,13602,7.55247084952804,NA,102745,104338
2017Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1837,4467,2.43168209036472,NA,1797,12815,7.13132999443517,NA,104033,106076
2018Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1763,4372,2.47986386840613,NA,1750,12836,7.33485714285714,NA,102970,103966
2018Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1787,4917,2.75153889199776,NA,1757,14351,8.16789982925441,NA,102891,104068
2018Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1769,4334,2.44997173544375,NA,1765,14108,7.99320113314448,NA,103640,105287
2018Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1753,4395,2.50713063320023,NA,1710,12538,7.33216374269006,NA,103887,105590
2019Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1743,4438,2.54618473895582,NA,1735,13453,7.75389048991354,NA,106111,107639
2019Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1727,4373,2.53213665315576,NA,1704,11959,7.01819248826291,NA,107289,108730
2019Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1757,4838,2.75355719977234,NA,1731,13481,7.78798382437897,NA,108731,110532
2019Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1785,4238,2.37422969187675,NA,1760,11915,6.76988636363636,NA,106455,108127
2020Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1765,4677,2.64985835694051,NA,1763,13214,7.49517867271696,NA,98344,98021
2020Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1439,3025,2.10215427380125,NA,1431,8553,5.9769392033543,NA,80673,83110
2020Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1706,4137,2.42497069167644,NA,1682,9693,5.7627824019025,NA,96701,98499
2020Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1728,4259,2.46469907407407,NA,1708,11961,7.00292740046838,NA,92374,93674
2021Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1644,4540,2.76155717761557,NA,1628,12466,7.65724815724816,NA,89456,91189
2021Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1681,4219,2.50981558596074,NA,1655,10646,6.43262839879154,NA,102177,103517
2021Q3,p,S08000030,NA,T101H,NA,Emergency Inpatients,NA,1,NA,1769,4578,2.58790276992651,NA,1759,11109,6.31552018192155,NA,97829,98731
2016Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1295,3453,2.66640926640927,NA,1296,10832,8.35802469135803,NA,84182,85607
2016Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1378,3284,2.38316400580552,NA,1357,11265,8.30140014738394,NA,83519,85066
2017Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1469,3515,2.3927842069435,NA,1457,12048,8.26904598490048,NA,84626,85955
2017Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1628,4138,2.54176904176904,NA,1594,12175,7.63801756587202,NA,85141,86553
2017Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1598,4361,2.72903629536921,NA,1589,13000,8.18124606670862,NA,84955,86445
2017Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1587,4127,2.6005040957782,NA,1533,11471,7.48271363339857,NA,84805,86768
2018Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1519,3804,2.50427913100724,NA,1526,12710,8.32896461336828,NA,85976,87144
2018Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1502,3861,2.57057256990679,NA,1493,11384,7.62491627595445,NA,85164,86141
2018Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1564,4473,2.85997442455243,NA,1540,11861,7.70194805194805,NA,84037,85973
2018Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1440,3540,2.45833333333333,NA,1423,10908,7.66549543218552,NA,86126,87600
2019Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1488,3879,2.60685483870968,NA,1454,10965,7.54126547455296,NA,86380,87421
2019Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1498,3929,2.62283044058745,NA,1495,11098,7.42341137123746,NA,88381,90071
2019Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1518,4490,2.95783926218709,NA,1489,11754,7.8938885157824,NA,88978,90408
2019Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1543,3764,2.43940375891121,NA,1520,10672,7.02105263157895,NA,88767,90413
2020Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1485,4187,2.81952861952862,NA,1493,12166,8.14869390488948,NA,83194,82750
2020Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1180,2686,2.27627118644068,NA,1157,7677,6.6352636127917,NA,66222,68211
2020Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1479,3555,2.40365111561866,NA,1451,10798,7.44176430048243,NA,80340,82023
2020Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1473,3990,2.70875763747454,NA,1466,10852,7.40245566166439,NA,76999,78300
2021Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1346,4208,3.12630014858841,NA,1334,9860,7.39130434782609,NA,76119,77546
2021Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1431,3879,2.71069182389937,NA,1399,8702,6.22015725518227,NA,84525,86041
2021Q3,p,S08000030,NA,T101H,NA,Emergency Inpatients,NA,2,NA,1486,4410,2.96769851951548,NA,1477,12175,8.24306025727827,NA,82189,82892
2016Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1674,4062,2.42652329749104,NA,1665,13750,8.25825825825826,NA,68728,70229
2016Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1650,4203,2.54727272727273,NA,1631,13635,8.35990190067443,NA,68398,70070
2017Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1400,3695,2.63928571428571,NA,1396,11993,8.59097421203438,NA,68230,69803
2017Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1358,3743,2.75625920471281,NA,1364,11072,8.11730205278592,NA,68555,69534
2017Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1318,3730,2.83004552352049,NA,1288,9936,7.71428571428571,NA,68961,70511
2017Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1359,3754,2.76232523914643,NA,1334,11224,8.41379310344828,NA,70445,72285
2018Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1345,3330,2.47583643122677,NA,1348,11333,8.40727002967359,NA,70933,72325
2018Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1405,3878,2.76014234875445,NA,1384,10183,7.35765895953757,NA,70047,71060
2018Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1350,3999,2.96222222222222,NA,1327,9152,6.89675960813866,NA,68408,69983
2018Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1355,3832,2.8280442804428,NA,1335,10686,8.00449438202247,NA,70761,72146
2019Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1407,4251,3.02132196162047,NA,1385,10285,7.42599277978339,NA,71045,72547
2019Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1352,3531,2.61168639053254,NA,1354,9991,7.37887740029542,NA,73187,74775
2019Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1381,3714,2.68935553946416,NA,1332,10366,7.78228228228228,NA,72742,74088
2019Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1483,4228,2.8509777478085,NA,1470,11994,8.15918367346939,NA,74645,76530
2020Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1368,3957,2.89254385964912,NA,1388,11313,8.15057636887608,NA,69331,69158
2020Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1104,2461,2.22916666666667,NA,1074,6704,6.24208566108007,NA,54636,56737
2020Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1409,3872,2.74804826117814,NA,1380,9163,6.63985507246377,NA,66116,67727
2020Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1315,3720,2.82889733840304,NA,1309,9738,7.4392666157372,NA,64608,66043
2021Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1305,3945,3.02298850574713,NA,1290,11242,8.71472868217054,NA,63159,64495
2021Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1467,4222,2.87798227675528,NA,1440,10486,7.28194444444444,NA,69903,71446
2021Q3,p,S08000030,NA,T101H,NA,Emergency Inpatients,NA,3,NA,1413,4297,3.0410474168436,NA,1397,10437,7.47100930565497,NA,67026,68244
2016Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1677,4489,2.6768038163387,NA,1657,12675,7.64936632468316,NA,58163,59144
2016Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1688,4615,2.73400473933649,NA,1670,13548,8.1125748502994,NA,58095,59198
2017Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1743,4678,2.68387837062536,NA,1739,14111,8.11443358251869,NA,57225,58155
2017Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1782,5389,3.02413019079686,NA,1755,14391,8.2,NA,57490,58402
2017Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1725,4885,2.83188405797101,NA,1686,12614,7.48161328588375,NA,56998,58062
2017Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1734,4983,2.87370242214533,NA,1710,13392,7.83157894736842,NA,59111,60339
2018Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1695,5030,2.96755162241888,NA,1678,14569,8.6823599523242,NA,58884,59779
2018Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1717,5004,2.91438555620268,NA,1698,13298,7.83156654888104,NA,59541,60662
2018Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1752,4769,2.72203196347032,NA,1726,11961,6.92989571263036,NA,58852,60019
2018Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1766,4967,2.81257078142695,NA,1747,12494,7.15168860904408,NA,60811,61821
2019Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1758,4620,2.62798634812287,NA,1727,13282,7.69079328314997,NA,60699,61351
2019Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1788,4500,2.51677852348993,NA,1763,12280,6.96539988655701,NA,61913,63104
2019Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1765,4721,2.67478753541076,NA,1747,11738,6.71894676588437,NA,61761,63083
2019Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1825,4738,2.59616438356164,NA,1796,13039,7.26002227171492,NA,62566,63691
2020Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1649,4528,2.74590661006671,NA,1674,13844,8.2700119474313,NA,58425,58026
2020Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1439,3370,2.34190410006949,NA,1423,8877,6.23822909346451,NA,47527,48878
2020Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1748,4491,2.56922196796339,NA,1704,12292,7.21361502347418,NA,56644,58054
2020Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1675,4733,2.82567164179104,NA,1665,12333,7.40720720720721,NA,54958,55724
2021Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1585,4879,3.0782334384858,NA,1578,12485,7.91191381495564,NA,53408,54598
2021Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1727,4732,2.74001158077591,NA,1714,11502,6.71061843640607,NA,59876,61024
2021Q3,p,S08000030,NA,T101H,NA,Emergency Inpatients,NA,4,NA,1712,5387,3.14661214953271,NA,1679,11885,7.07861822513401,NA,58929,59660
2016Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1069,2705,2.53040224508887,NA,1068,8336,7.80524344569288,NA,48789,49574
2016Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1119,3068,2.74173369079535,NA,1097,8989,8.19416590701914,NA,49817,50493
2017Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1110,2952,2.65945945945946,NA,1106,9347,8.45117540687161,NA,48563,49158
2017Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1095,3261,2.97808219178082,NA,1084,10295,9.49723247232472,NA,48709,49089
2017Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1082,3071,2.83826247689464,NA,1058,7866,7.43478260869565,NA,48878,49750
2017Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1182,3196,2.70389170896785,NA,1154,8852,7.67071057192374,NA,50635,51597
2018Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1141,3496,3.06397896581946,NA,1148,10267,8.94337979094077,NA,50296,50808
2018Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1041,2926,2.81075888568684,NA,1030,8742,8.4873786407767,NA,49625,49920
2018Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1016,2599,2.55807086614173,NA,1005,7660,7.62189054726368,NA,48847,49787
2018Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1107,3008,2.71725383920506,NA,1096,8255,7.53193430656934,NA,52225,52949
2019Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1087,3085,2.83808647654094,NA,1066,7801,7.31801125703565,NA,51583,52175
2019Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1169,3600,3.07955517536356,NA,1147,9395,8.19093286835222,NA,52222,52974
2019Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1120,3111,2.77767857142857,NA,1115,9656,8.66008968609865,NA,52734,53908
2019Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1109,3039,2.74030658250676,NA,1107,10579,9.55645889792231,NA,52902,53620
2020Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1059,2950,2.78564683663834,NA,1063,9061,8.52398871119473,NA,49182,48675
2020Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,909,2265,2.49174917491749,NA,905,6461,7.13922651933702,NA,39438,40524
2020Q3,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1108,3075,2.77527075812274,NA,1091,8016,7.34738771769019,NA,47617,48459
2020Q4,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1125,3324,2.95466666666667,NA,1087,8335,7.66789328426863,NA,45843,46759
2021Q1,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1048,3033,2.89408396946565,NA,1058,9351,8.83837429111531,NA,45623,46276
2021Q2,NA,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1016,2981,2.93405511811024,NA,1002,7242,7.22754491017964,NA,50477,51506
2021Q3,p,S08000030,NA,T101H,NA,Emergency Inpatients,NA,5,NA,1141,3398,2.97808939526731,NA,1139,9227,8.1009657594381,NA,48852,49110
2016Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,194,574,2.95876288659794,NA,194,1113,5.73711340206186,NA,106245,107465
2016Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,185,650,3.51351351351351,NA,188,1381,7.34574468085106,NA,103596,105102
2017Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,201,576,2.86567164179104,NA,197,1039,5.2741116751269,NA,101208,102663
2017Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,221,643,2.90950226244344,NA,216,1352,6.25925925925926,NA,103344,104270
2017Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,215,657,3.05581395348837,NA,219,1606,7.33333333333333,NA,102745,104338
2017Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,165,420,2.54545454545455,NA,159,989,6.22012578616352,NA,104033,106076
2018Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,154,588,3.81818181818182,NA,161,1263,7.84472049689441,NA,102970,103966
2018Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,172,478,2.77906976744186,NA,167,766,4.58682634730539,NA,102891,104068
2018Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,206,520,2.52427184466019,NA,204,1031,5.05392156862745,NA,103640,105287
2018Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,178,427,2.3988764044943802,NA,171,929,5.4327485380117,NA,103887,105590
2019Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,195,498,2.55384615384615,NA,198,1374,6.93939393939394,NA,106111,107639
2019Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,182,281,1.54395604395604,NA,182,921,5.06043956043956,NA,107289,108730
2019Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,183,223,1.21857923497268,NA,178,978,5.49438202247191,NA,108731,110532
2019Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,158,209,1.32278481012658,NA,160,944,5.9,NA,106455,108127
2020Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,165,194,1.17575757575758,NA,166,970,5.8433734939759,NA,98344,98021
2020Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,135,145,1.07407407407407,NA,134,592,4.41791044776119,NA,80673,83110
2020Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,145,132,0.910344827586207,NA,145,694,4.78620689655172,NA,96701,98499
2020Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,117,147,1.25641025641026,NA,110,538,4.89090909090909,NA,92374,93674
2021Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,118,131,1.11016949152542,NA,118,796,6.74576271186441,NA,89456,91189
2021Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,174,207,1.18965517241379,NA,166,718,4.32530120481928,NA,102177,103517
2021Q3,p,S08000030,NA,T202H,NA,Emergency Inpatients,NA,1,NA,120,130,1.08333333333333,NA,122,1008,8.26229508196721,NA,97829,98731
2016Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,2,NA,384,1492,3.88541666666667,NA,384,3053,7.95052083333333,NA,84182,85607
2016Q4,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,2,NA,365,1402,3.84109589041096,NA,369,3747,10.1544715447154,NA,83519,85066
2017Q1,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,2,NA,435,1341,3.08275862068966,NA,431,2629,6.09976798143852,NA,84626,85955
2017Q2,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,2,NA,376,1285,3.41755319148936,NA,369,3106,8.41734417344173,NA,85141,86553
2017Q3,NA,S08000030,NA,T202H,NA,Emergency Inpatients,NA,2,NA,337,1301,3.86053412462908,NA,334,2947,8.82335329341317,NA,84955,86445
