quarter,quarter_qf,hb,hbqf,location,location_qf,admission_type,admission_type_qf,sex,age,episodes,length_of_episode,average_length_of_episode,average_length_of_episode_qf,stays,length_of_stay,average_length_of_stay,average_length_of_stay_qf,total_stays_per_quarter_age,total_stays_per_quarter_sex
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,5,25,5,NA,5,182,36.4,NA,30179,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,15,27,1.8,NA,16,30,1.875,NA,28580,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,13,13,1,NA,13,26,2,NA,24207,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,17,26,1.52941176470588,NA,17,26,1.52941176470588,NA,29410,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,15,29,1.93333333333333,NA,15,50,3.33333333333333,NA,26203,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,17,30,1.76470588235294,NA,15,52,3.46666666666667,NA,26313,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,15,26,1.73333333333333,NA,16,39,2.4375,NA,30089,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,30-39 years,23,48,2.08695652173913,NA,23,55,2.39130434782609,NA,30069,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,20,65,3.25,NA,20,86,4.3,NA,38399,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,99,6.6,NA,15,150,10,NA,35507,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,32,2.13333333333333,NA,15,65,4.33333333333333,NA,35049,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,34,2.26666666666667,NA,15,37,2.46666666666667,NA,35840,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,34,2.26666666666667,NA,15,35,2.33333333333333,NA,36776,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,20,151,7.55,NA,20,150,7.5,NA,34836,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,21,31,1.47619047619048,NA,20,142,7.1,NA,33801,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,20,1.33333333333333,NA,15,30,2,NA,35468,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,15,1.5,NA,10,12,1.2,NA,36020,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,51,3.4,NA,15,88,5.86666666666667,NA,34376,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,39,2.6,NA,15,65,4.33333333333333,NA,34943,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,22,38,1.72727272727273,NA,20,71,3.55,NA,36499,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,27,2.7,NA,10,27,2.7,NA,36793,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,12,25,2.08333333333333,NA,10,25,2.5,NA,34220,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,15,42,2.8,NA,15,44,2.93333333333333,NA,31147,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,28,2.8,NA,10,37,3.7,NA,28596,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,17,1.7,NA,10,17,1.7,NA,33364,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,23,2.3,NA,10,27,2.7,NA,30813,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,19,1.9,NA,10,31,3.1,NA,31100,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,18,30,1.66666666666667,NA,20,91,4.55,NA,35572,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,40-49 years,10,10,1,NA,10,10,1,NA,33270,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,20,42,2.1,NA,20,131,6.55,NA,53482,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,10,31,3.1,NA,10,42,4.2,NA,51629,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,15,40,2.66666666666667,NA,15,40,2.66666666666667,NA,50781,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,25,97,3.88,NA,25,120,4.8,NA,52442,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,20,101,5.05,NA,20,114,5.7,NA,53652,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,20,52,2.6,NA,20,103,5.15,NA,52414,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,28,74,2.64285714285714,NA,30,77,2.56666666666667,NA,51714,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,30,89,2.96666666666667,NA,30,99,3.3,NA,52629,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,33,90,2.72727272727273,NA,30,109,3.63333333333333,NA,52525,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,30,66,2.2,NA,30,125,4.16666666666667,NA,53507,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,30,74,2.46666666666667,NA,30,114,3.8,NA,53787,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,22,102,4.63636363636364,NA,25,221,8.84,NA,54870,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,28,133,4.75,NA,25,120,4.8,NA,55904,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,24,46,1.91666666666667,NA,25,74,2.96,NA,54193,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,26,120,4.61538461538461,NA,25,255,10.2,NA,50257,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,17,67,3.94117647058824,NA,17,85,5,NA,44257,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,21,62,2.95238095238095,NA,20,66,3.3,NA,50646,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,30,34,1.13333333333333,NA,28,50,1.78571428571429,NA,49447,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,21,54,2.57142857142857,NA,20,66,3.3,NA,48284,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,20,48,2.4,NA,20,154,7.7,NA,53504,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,50-59 years,25,77,3.08,NA,24,91,3.79166666666667,NA,50776,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,20,79,3.95,NA,20,155,7.75,NA,61029,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,20,94,4.7,NA,20,109,5.45,NA,59813,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,26,73,2.80769230769231,NA,25,96,3.84,NA,58396,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,30,73,2.43333333333333,NA,28,104,3.71428571428571,NA,59424,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,28,116,4.14285714285714,NA,25,185,7.4,NA,58287,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,35,113,3.22857142857143,NA,35,217,6.2,NA,60594,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,28,83,2.96428571428571,NA,30,179,5.96666666666667,NA,60831,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,28,83,2.96428571428571,NA,30,180,6,NA,60084,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,28,87,3.10714285714286,NA,30,114,3.8,NA,59422,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,36,109,3.02777777777778,NA,35,191,5.45714285714286,NA,61584,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,33,112,3.39393939393939,NA,35,176,5.02857142857143,NA,61996,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,35,99,2.82857142857143,NA,35,136,3.88571428571429,NA,63802,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,35,90,2.57142857142857,NA,35,137,3.91428571428571,NA,62973,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,20,59,2.95,NA,20,114,5.7,NA,63875,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,30,151,5.03333333333333,NA,30,196,6.53333333333333,NA,58209,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,20,46,2.3,NA,19,146,7.68421052631579,NA,48077,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,31,83,2.67741935483871,NA,30,105,3.5,NA,57491,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,25,46,1.84,NA,25,66,2.64,NA,54800,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,25,124,4.96,NA,25,161,6.44,NA,54798,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,34,146,4.29411764705882,NA,35,280,8,NA,60849,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,60-69 years,32,91,2.84375,NA,30,211,7.03333333333333,NA,59661,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,51,289,5.66666666666667,NA,54,509,9.42592592592593,NA,68866,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,50,202,4.04,NA,45,360,8,NA,70518,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,36,192,5.33333333333333,NA,36,286,7.94444444444444,NA,70490,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,43,206,4.7906976744186,NA,45,292,6.48888888888889,NA,71234,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,49,216,4.40816326530612,NA,50,292,5.84,NA,70955,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,43,220,5.11627906976744,NA,45,294,6.53333333333333,NA,74454,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,39,208,5.33333333333333,NA,40,307,7.675,NA,75151,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,37,126,3.40540540540541,NA,37,199,5.37837837837838,NA,73508,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,35,196,5.6,NA,35,250,7.14285714285714,NA,71925,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,41,214,5.21951219512195,NA,40,259,6.475,NA,74999,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,41,179,4.36585365853659,NA,40,273,6.825,NA,74914,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,47,206,4.38297872340426,NA,50,332,6.64,NA,75983,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,38,286,7.52631578947368,NA,35,286,8.17142857142857,NA,76182,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,53,306,5.77358490566038,NA,55,454,8.25454545454545,NA,79488,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,37,249,6.72972972972973,NA,35,396,11.3142857142857,NA,73420,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,15,99,6.6,NA,16,158,9.875,NA,56883,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,48,242,5.04166666666667,NA,47,292,6.21276595744681,NA,69821,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,45,213,4.73333333333333,NA,45,334,7.42222222222222,NA,68542,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,37,165,4.45945945945946,NA,35,224,6.4,NA,66079,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,42,167,3.97619047619048,NA,45,347,7.71111111111111,NA,74045,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,70-79 years,38,212,5.57894736842105,NA,37,266,7.18918918918919,NA,72493,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,35,423,12.0857142857143,NA,33,526,15.9393939393939,NA,61353,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,45,295,6.55555555555556,NA,47,417,8.87234042553191,NA,64942,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,38,241,6.34210526315789,NA,39,349,8.94871794871795,NA,64997,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,39,307,7.87179487179487,NA,37,328,8.86486486486486,NA,62421,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,37,277,7.48648648648649,NA,36,279,7.75,NA,61011,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,36,215,5.97222222222222,NA,37,242,6.54054054054054,NA,66032,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,53,319,6.0188679245283,NA,53,333,6.28301886792453,NA,66906,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,47,272,5.78723404255319,NA,46,343,7.45652173913043,NA,63890,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,43,387,9,NA,44,569,12.9318181818182,NA,62253,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,41,270,6.58536585365854,NA,39,302,7.74358974358974,NA,66184,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,45,383,8.51111111111111,NA,46,459,9.97826086956522,NA,66491,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,35,362,10.3428571428571,NA,33,362,10.969696969697,NA,65892,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,26,121,4.65384615384615,NA,28,223,7.96428571428571,NA,66110,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,41,274,6.68292682926829,NA,40,305,7.625,NA,69485,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,38,195,5.13157894736842,NA,41,402,9.80487804878049,NA,65275,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,31,148,4.7741935483871,NA,29,207,7.13793103448276,NA,48693,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,47,258,5.48936170212766,NA,47,294,6.25531914893617,NA,59310,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,33,160,4.84848484848485,NA,33,251,7.60606060606061,NA,59716,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,29,97,3.3448275862069,NA,28,197,7.03571428571429,NA,56691,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,35,284,8.11428571428571,NA,36,329,9.13888888888889,NA,63030,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,80-89 years,24,91,3.79166666666667,NA,25,153,6.12,NA,61380,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,11,69,6.27272727272727,NA,12,125,10.4166666666667,NA,15987,193692
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,18,96,5.33333333333333,NA,15,91,6.06666666666667,NA,17460,191758
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,16,146,9.125,NA,20,308,15.4,NA,18215,190297
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,10,86,8.6,NA,10,92,9.2,NA,16411,190694
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,15,85,5.66666666666667,NA,15,84,5.6,NA,16157,190135
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,16,120,7.5,NA,17,180,10.5882352941176,NA,17827,193702
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,12,118,9.83333333333333,NA,10,133,13.3,NA,18636,196466
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,11,30,2.72727272727273,NA,10,52,5.2,NA,16260,192358
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,10,82,8.2,NA,10,93,9.3,NA,16119,191186
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,19,147,7.73684210526316,NA,20,147,7.35,NA,17805,195002
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,15,135,9,NA,15,140,9.33333333333333,NA,17995,197208
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,15,168,11.2,NA,15,168,11.2,NA,17503,200036
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,18,210,11.6666666666667,NA,15,223,14.8666666666667,NA,17399,202497
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,14,124,8.85714285714286,NA,15,218,14.5333333333333,NA,18835,202644
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,15,192,12.8,NA,17,230,13.5294117647059,NA,18351,188180
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,10,25,2.5,NA,10,25,2.5,NA,12408,144876
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,13,104,8,NA,15,145,9.66666666666667,NA,15636,178317
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,11,108,9.81818181818182,NA,10,112,11.2,NA,16240,172722
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,10,56,5.6,NA,10,95,9.5,NA,16401,169568
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,10,66,6.6,NA,11,84,7.63636363636364,NA,16930,191481
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Female,90 years and over,15,133,8.86666666666667,NA,15,159,10.6,NA,16392,184949
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,21,11,0.523809523809524,NA,21,14,0.666666666666667,NA,3674,178089
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,19,13,0.684210526315789,NA,19,19,1,NA,2698,175214
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,10,10,1,NA,10,10,1,NA,2833,172538
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,19,7,0.368421052631579,NA,18,11,0.611111111111111,NA,3906,177139
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,23,14,0.608695652173913,NA,23,23,1,NA,3765,178359
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,24,27,1.125,NA,24,32,1.33333333333333,NA,2757,179046
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,20,15,0.75,NA,20,28,1.4,NA,2989,175499
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,10,9,0.9,NA,10,17,1.7,NA,4030,179635
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,15,13,0.866666666666667,NA,15,25,1.66666666666667,NA,3575,178481
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,29,20,0.689655172413793,NA,31,43,1.38709677419355,NA,3085,182454
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,14,8,0.571428571428571,NA,13,26,2,NA,2974,181764
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,28,20,0.714285714285714,NA,29,39,1.3448275862069,NA,3890,187928
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,15,13,0.866666666666667,NA,15,16,1.06666666666667,NA,4001,188303
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,15,21,1.4,NA,15,32,2.13333333333333,NA,3042,186274
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,15,6,0.4,NA,15,7,0.466666666666667,NA,3075,172875
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,5,6,1.2,NA,5,6,1.2,NA,2054,145186
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,5,0,0,NA,5,20,4,NA,3265,172120
2020Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,10,6,0.6,NA,10,8,0.8,NA,2528,163740
2021Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,0,0,NA,z,0,6,NA,z,2263,159447
2021Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,10,5,0.5,NA,10,12,1.2,NA,3366,177987
2021Q3,p,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,0-9 years,10,10,1,NA,10,40,4,NA,3320,173844
2016Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,10,2,NA,5,11,2.2,NA,11097,178089
2016Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,13,12,0.923076923076923,NA,13,12,0.923076923076923,NA,10039,175214
2017Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,10,7,0.7,NA,10,13,1.3,NA,10086,172538
2017Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,15,9,0.6,NA,15,16,1.06666666666667,NA,9880,177139
2017Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,14,17,1.21428571428571,NA,14,20,1.42857142857143,NA,10699,178359
2017Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,17,15,0.882352941176471,NA,16,25,1.5625,NA,10116,179046
2018Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,12,13,1.08333333333333,NA,12,23,1.91666666666667,NA,9348,175499
2018Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,7,1.4,NA,5,10,2,NA,9939,179635
2018Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,15,7,0.466666666666667,NA,15,13,0.866666666666667,NA,10573,178481
2018Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,10,5,0.5,NA,10,5,0.5,NA,9928,182454
2019Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,7,1.4,NA,5,5,1,NA,9836,181764
2019Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,0,0,NA,5,5,1,NA,10290,187928
2019Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,10765,188303
2019Q4,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,12,20,1.66666666666667,NA,12,20,1.66666666666667,NA,9743,186274
2020Q1,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,10,2,NA,5,10,2,NA,8908,172875
2020Q2,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,5,5,1,NA,5,5,1,NA,5952,145186
2020Q3,NA,S08000026,NA,S08000026,d,Emergency Inpatients,NA,Male,10-19 years,11,8,0.727272727272727,NA,10,21,2.1,NA,8591,172120
