year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs
2020,2020Q2,05,G207H,Minor Injury Unit or Other,1292,1291,0,0
2020,2020Q2,05,G405H,Emergency Department,6394,6048,7,1
2020,2020Q2,05,G513H,Emergency Department,2363,2345,0,0
2020,2020Q2,05,C106H,Minor Injury Unit or Other,351,351,0,0
2020,2020Q2,05,C108H,Minor Injury Unit or Other,49,49,0,0
2020,2020Q2,05,C113H,Minor Injury Unit or Other,190,190,0,0
2020,2020Q2,05,C121H,Emergency Department,380,359,0,0
2020,2020Q2,05,C122H,Minor Injury Unit or Other,269,269,0,0
2020,2020Q2,05,H101H,Minor Injury Unit or Other,1,1,0,0
2020,2020Q2,05,H103H,Emergency Department,555,539,1,0
2020,2020Q2,05,H106H,Minor Injury Unit or Other,21,21,0,0
2020,2020Q2,05,H202H,Emergency Department,1915,1781,3,0
2020,2020Q2,05,H208H,Minor Injury Unit or Other,139,139,0,0
2020,2020Q2,05,H212H,Emergency Department,330,306,0,0
2020,2020Q2,05,H214H,Minor Injury Unit or Other,265,265,0,0
2020,2020Q2,05,H215H,Minor Injury Unit or Other,5,5,0,0
2020,2020Q2,05,H224H,Minor Injury Unit or Other,228,228,0,0
2020,2020Q2,05,H227B,Minor Injury Unit or Other,22,22,0,0
2020,2020Q2,05,H227H,Minor Injury Unit or Other,42,42,0,0
2020,2020Q2,05,L106H,Emergency Department,4204,4008,18,0
2020,2020Q2,05,L302H,Emergency Department,3806,3531,20,3
2020,2020Q2,05,L308H,Emergency Department,5084,4794,29,2
2020,2020Q2,05,S108H,Minor Injury Unit or Other,77,77,0,0
2020,2020Q2,05,S116H,Minor Injury Unit or Other,2596,2376,4,1
2020,2020Q2,05,S308H,Emergency Department,3444,3303,1,0
2020,2020Q2,05,S314H,Emergency Department,7557,7241,19,2
2020,2020Q2,05,S319H,Emergency Department,2476,2430,0,0
2020,2020Q2,05,R103H,Emergency Department,357,348,1,0
2020,2020Q2,05,Z102H,Emergency Department,371,367,0,0
2020,2020Q2,05,T101H,Emergency Department,3128,3048,2,0
2020,2020Q2,05,T202H,Emergency Department,1336,1290,1,0
2020,2020Q2,05,T304H,Minor Injury Unit or Other,457,457,0,0
2020,2020Q2,05,T319H,Minor Injury Unit or Other,193,193,0,0
2020,2020Q2,05,W106H,Minor Injury Unit or Other,21,21,0,0
2020,2020Q2,05,W107H,Emergency Department,278,270,0,0
2020,2020Q2,05,W108H,Minor Injury Unit or Other,79,79,0,0
2020,2020Q2,06,A101H,Minor Injury Unit or Other,109,106,0,0
2020,2020Q2,06,A110H,Minor Injury Unit or Other,32,32,0,0
2020,2020Q2,06,A111H,Emergency Department,5247,5075,8,0
2020,2020Q2,06,A210H,Emergency Department,2470,2356,6,0
2020,2020Q2,06,A216H,Minor Injury Unit or Other,46,46,0,0
2020,2020Q2,06,B120H,Emergency Department,2150,1898,35,8
2020,2020Q2,06,Y144H,Emergency Department,875,798,9,1
2020,2020Q2,06,Y146H,Emergency Department,2191,2100,1,0
2020,2020Q2,06,F704H,Emergency Department,4358,4175,2,0
2020,2020Q2,06,F708H,Minor Injury Unit or Other,139,139,0,0
2020,2020Q2,06,F709H,Minor Injury Unit or Other,172,172,0,0
2020,2020Q2,06,F805H,Minor Injury Unit or Other,1144,1143,0,0
2020,2020Q2,06,V201H,Minor Injury Unit or Other,2025,2017,0,0
2020,2020Q2,06,V217H,Emergency Department,3834,3679,6,0
2020,2020Q2,06,N101H,Emergency Department,3740,3531,5,1
2020,2020Q2,06,N121H,Emergency Department,816,804,0,0
2020,2020Q2,06,N333H,Minor Injury Unit or Other,649,647,0,0
2020,2020Q2,06,N334H,Minor Injury Unit or Other,429,429,0,0
2020,2020Q2,06,N335H,Minor Injury Unit or Other,233,232,0,0
2020,2020Q2,06,N411H,Emergency Department,1611,1538,4,0
2020,2020Q2,06,C206H,Minor Injury Unit or Other,892,869,2,0
2020,2020Q2,06,C313H,Emergency Department,1854,1776,3,0
2020,2020Q2,06,C418H,Emergency Department,3798,3620,10,0
2020,2020Q2,06,G107H,Emergency Department,5484,5244,5,0
2020,2020Q2,06,G207H,Minor Injury Unit or Other,1488,1486,0,0
2020,2020Q2,06,G405H,Emergency Department,6980,6682,4,0
2020,2020Q2,06,G513H,Emergency Department,2822,2783,0,0
2020,2020Q2,06,C106H,Minor Injury Unit or Other,419,416,0,0
2020,2020Q2,06,C108H,Minor Injury Unit or Other,45,45,0,0
2020,2020Q2,06,C113H,Minor Injury Unit or Other,231,231,0,0
2020,2020Q2,06,C121H,Emergency Department,516,489,2,0
2020,2020Q2,06,C122H,Minor Injury Unit or Other,205,205,0,0
2020,2020Q2,06,H101H,Minor Injury Unit or Other,2,2,0,0
2020,2020Q2,06,H103H,Emergency Department,566,544,0,0
2020,2020Q2,06,H106H,Minor Injury Unit or Other,20,20,0,0
2020,2020Q2,06,H202H,Emergency Department,2287,2178,1,0
2020,2020Q2,06,H208H,Minor Injury Unit or Other,163,163,0,0
2020,2020Q2,06,H212H,Emergency Department,532,506,2,0
2020,2020Q2,06,H214H,Minor Injury Unit or Other,273,273,0,0
2020,2020Q2,06,H215H,Minor Injury Unit or Other,19,19,0,0
2020,2020Q2,06,H224H,Minor Injury Unit or Other,253,253,0,0
2020,2020Q2,06,H227B,Minor Injury Unit or Other,39,39,0,0
2020,2020Q2,06,H227H,Minor Injury Unit or Other,45,44,0,0
2020,2020Q2,06,L106H,Emergency Department,4918,4631,17,0
2020,2020Q2,06,L302H,Emergency Department,4590,4323,10,2
2020,2020Q2,06,L308H,Emergency Department,5594,5137,59,7
2020,2020Q2,06,S108H,Minor Injury Unit or Other,136,136,0,0
2020,2020Q2,06,S116H,Minor Injury Unit or Other,2681,2496,6,0
2020,2020Q2,06,S308H,Emergency Department,3981,3789,7,1
2020,2020Q2,06,S314H,Emergency Department,8355,7877,36,2
2020,2020Q2,06,S319H,Emergency Department,2584,2524,1,0
2020,2020Q2,06,R103H,Emergency Department,399,394,0,0
2020,2020Q2,06,Z102H,Emergency Department,470,461,0,0
2020,2020Q2,06,T101H,Emergency Department,3479,3413,1,0
2020,2020Q2,06,T202H,Emergency Department,1594,1551,1,0
2020,2020Q2,06,T304H,Minor Injury Unit or Other,499,498,0,0
2020,2020Q2,06,T319H,Minor Injury Unit or Other,252,252,0,0
2020,2020Q2,06,W106H,Minor Injury Unit or Other,36,36,0,0
2020,2020Q2,06,W107H,Emergency Department,374,368,0,0
2020,2020Q2,06,W108H,Minor Injury Unit or Other,86,86,0,0
2020,2020Q3,07,A101H,Minor Injury Unit or Other,157,155,0,0
2020,2020Q3,07,A110H,Minor Injury Unit or Other,32,32,0,0
2020,2020Q3,07,A111H,Emergency Department,5726,5512,11,0
2020,2020Q3,07,A210H,Emergency Department,2673,2503,13,1
2020,2020Q3,07,A216H,Minor Injury Unit or Other,41,41,0,0
2020,2020Q3,07,B120H,Emergency Department,2431,2219,16,5
2020,2020Q3,07,Y144H,Emergency Department,936,870,7,0
2020,2020Q3,07,Y146H,Emergency Department,2437,2337,4,0
2020,2020Q3,07,F704H,Emergency Department,4790,4542,7,0
2020,2020Q3,07,F708H,Minor Injury Unit or Other,129,129,0,0
2020,2020Q3,07,F709H,Minor Injury Unit or Other,239,239,0,0
2020,2020Q3,07,F805H,Minor Injury Unit or Other,1288,1287,0,0
2020,2020Q3,07,V201H,Minor Injury Unit or Other,2151,2141,0,0
2020,2020Q3,07,V217H,Emergency Department,4153,3893,4,0
2020,2020Q3,07,N101H,Emergency Department,4641,4203,7,1
2020,2020Q3,07,N121H,Emergency Department,979,960,0,0
2020,2020Q3,07,N333H,Minor Injury Unit or Other,720,719,0,0
2020,2020Q3,07,N334H,Minor Injury Unit or Other,404,403,0,0
2020,2020Q3,07,N335H,Minor Injury Unit or Other,285,284,0,0
2020,2020Q3,07,N411H,Emergency Department,2030,1889,7,1
2020,2020Q3,07,N432H,Minor Injury Unit or Other,5,5,0,0
2020,2020Q3,07,C206H,Minor Injury Unit or Other,1036,1006,0,0
2020,2020Q3,07,C313H,Emergency Department,2066,1960,7,0
2020,2020Q3,07,C418H,Emergency Department,4196,3960,17,0
2020,2020Q3,07,G107H,Emergency Department,6075,5826,8,0
2020,2020Q3,07,G207H,Minor Injury Unit or Other,1615,1613,0,0
2020,2020Q3,07,G306H,Minor Injury Unit or Other,1103,1097,0,0
2020,2020Q3,07,G405H,Emergency Department,7191,6830,7,1
2020,2020Q3,07,G513H,Emergency Department,2774,2751,0,0
2020,2020Q3,07,C106H,Minor Injury Unit or Other,533,528,0,0
2020,2020Q3,07,C108H,Minor Injury Unit or Other,73,73,0,0
2020,2020Q3,07,C113H,Minor Injury Unit or Other,224,224,0,0
2020,2020Q3,07,C121H,Emergency Department,542,524,0,0
2020,2020Q3,07,C122H,Minor Injury Unit or Other,360,360,0,0
2020,2020Q3,07,H101H,Minor Injury Unit or Other,5,5,0,0
2020,2020Q3,07,H103H,Emergency Department,669,638,6,0
2020,2020Q3,07,H106H,Minor Injury Unit or Other,15,15,0,0
2020,2020Q3,07,H202H,Emergency Department,2742,2608,5,0
2020,2020Q3,07,H208H,Minor Injury Unit or Other,249,249,0,0
2020,2020Q3,07,H212H,Emergency Department,676,650,0,0
2020,2020Q3,07,H214H,Minor Injury Unit or Other,326,325,0,0
2020,2020Q3,07,H215H,Minor Injury Unit or Other,104,104,0,0
2020,2020Q3,07,H224H,Minor Injury Unit or Other,327,327,0,0
2020,2020Q3,07,H227B,Minor Injury Unit or Other,66,66,0,0
2020,2020Q3,07,H227H,Minor Injury Unit or Other,92,91,0,0
2020,2020Q3,07,L106H,Emergency Department,5072,4670,35,5
2020,2020Q3,07,L302H,Emergency Department,4760,4474,14,1
2020,2020Q3,07,L308H,Emergency Department,5695,5231,55,6
2020,2020Q3,07,S108H,Minor Injury Unit or Other,73,73,0,0
2020,2020Q3,07,S116H,Minor Injury Unit or Other,2672,2525,1,0
2020,2020Q3,07,S308H,Emergency Department,4194,4018,11,0
2020,2020Q3,07,S314H,Emergency Department,9018,8419,44,3
2020,2020Q3,07,S319H,Emergency Department,3027,2959,1,0
2020,2020Q3,07,R103H,Emergency Department,467,463,0,0
2020,2020Q3,07,Z102H,Emergency Department,521,519,0,0
2020,2020Q3,07,T101H,Emergency Department,4184,4024,2,0
2020,2020Q3,07,T202H,Emergency Department,1793,1724,4,0
2020,2020Q3,07,T304H,Minor Injury Unit or Other,647,647,0,0
2020,2020Q3,07,T319H,Minor Injury Unit or Other,266,266,0,0
2020,2020Q3,07,W106H,Minor Injury Unit or Other,26,26,0,0
2020,2020Q3,07,W107H,Emergency Department,369,365,0,0
2020,2020Q3,07,W108H,Minor Injury Unit or Other,95,94,0,0
2020,2020Q3,08,A101H,Minor Injury Unit or Other,251,245,0,0
2020,2020Q3,08,A110H,Minor Injury Unit or Other,80,79,0,0
2020,2020Q3,08,A111H,Emergency Department,5715,5331,52,2
2020,2020Q3,08,A210H,Emergency Department,3091,2893,17,1
2020,2020Q3,08,A216H,Minor Injury Unit or Other,66,66,0,0
2020,2020Q3,08,B120H,Emergency Department,2520,2184,55,20
2020,2020Q3,08,Y144H,Emergency Department,1126,1059,11,0
2020,2020Q3,08,Y146H,Emergency Department,2893,2700,5,0
2020,2020Q3,08,F704H,Emergency Department,5229,4911,7,0
2020,2020Q3,08,F708H,Minor Injury Unit or Other,133,131,0,0
2020,2020Q3,08,F709H,Minor Injury Unit or Other,219,219,0,0
2020,2020Q3,08,F805H,Minor Injury Unit or Other,1487,1484,1,0
2020,2020Q3,08,V201H,Minor Injury Unit or Other,2460,2444,0,0
2020,2020Q3,08,V217H,Emergency Department,4292,3846,17,3
2020,2020Q3,08,N101H,Emergency Department,4341,3881,25,1
2020,2020Q3,08,N121H,Emergency Department,1178,1161,0,0
2020,2020Q3,08,N333H,Minor Injury Unit or Other,744,744,0,0
2020,2020Q3,08,N334H,Minor Injury Unit or Other,491,491,0,0
2020,2020Q3,08,N335H,Minor Injury Unit or Other,280,278,0,0
2020,2020Q3,08,N411H,Emergency Department,2093,1961,9,1
2020,2020Q3,08,N432H,Minor Injury Unit or Other,2,2,0,0
2020,2020Q3,08,C206H,Minor Injury Unit or Other,1198,1172,0,0
2020,2020Q3,08,C313H,Emergency Department,2276,2109,8,0
2020,2020Q3,08,C418H,Emergency Department,4654,4325,39,0
2020,2020Q3,08,G107H,Emergency Department,6447,6136,10,0
2020,2020Q3,08,G207H,Minor Injury Unit or Other,1817,1816,0,0
2020,2020Q3,08,G306H,Minor Injury Unit or Other,1932,1919,0,0
2020,2020Q3,08,G405H,Emergency Department,7395,6624,28,0
2020,2020Q3,08,G513H,Emergency Department,3151,3094,0,0
2020,2020Q3,08,C106H,Minor Injury Unit or Other,537,537,0,0
2020,2020Q3,08,C108H,Minor Injury Unit or Other,98,96,0,0
2020,2020Q3,08,C113H,Minor Injury Unit or Other,135,135,0,0
2020,2020Q3,08,C121H,Emergency Department,707,693,0,0
2020,2020Q3,08,C122H,Minor Injury Unit or Other,445,445,0,0
2020,2020Q3,08,H101H,Minor Injury Unit or Other,7,7,0,0
2020,2020Q3,08,H103H,Emergency Department,704,675,2,0
2020,2020Q3,08,H106H,Minor Injury Unit or Other,39,39,0,0
2020,2020Q3,08,H202H,Emergency Department,3160,2836,14,1
2020,2020Q3,08,H208H,Minor Injury Unit or Other,293,293,0,0
2020,2020Q3,08,H212H,Emergency Department,893,844,1,0
2020,2020Q3,08,H214H,Minor Injury Unit or Other,387,387,0,0
2020,2020Q3,08,H215H,Minor Injury Unit or Other,112,112,0,0
2020,2020Q3,08,H224H,Minor Injury Unit or Other,343,343,0,0
2020,2020Q3,08,H227B,Minor Injury Unit or Other,89,89,0,0
2020,2020Q3,08,H227H,Minor Injury Unit or Other,127,127,0,0
2020,2020Q3,08,L106H,Emergency Department,5548,4804,54,5
2020,2020Q3,08,L302H,Emergency Department,4998,4540,36,4
2020,2020Q3,08,L308H,Emergency Department,6292,5567,52,1
2020,2020Q3,08,S108H,Minor Injury Unit or Other,137,137,0,0
2020,2020Q3,08,S116H,Minor Injury Unit or Other,2937,2709,6,0
2020,2020Q3,08,S308H,Emergency Department,4623,4372,17,2
2020,2020Q3,08,S314H,Emergency Department,9638,8536,69,8
2020,2020Q3,08,S319H,Emergency Department,3801,3697,0,0
2020,2020Q3,08,R103H,Emergency Department,520,513,0,0
2020,2020Q3,08,Z102H,Emergency Department,522,514,0,0
2020,2020Q3,08,T101H,Emergency Department,4422,4175,0,0
2020,2020Q3,08,T202H,Emergency Department,1954,1854,9,1
2020,2020Q3,08,T304H,Minor Injury Unit or Other,724,724,0,0
2020,2020Q3,08,T319H,Minor Injury Unit or Other,324,324,0,0
2020,2020Q3,08,W106H,Minor Injury Unit or Other,43,43,0,0
2020,2020Q3,08,W107H,Emergency Department,492,483,0,0
2020,2020Q3,08,W108H,Minor Injury Unit or Other,129,129,0,0
2020,2020Q3,09,A101H,Minor Injury Unit or Other,200,192,0,0
2020,2020Q3,09,A110H,Minor Injury Unit or Other,44,44,0,0
2020,2020Q3,09,A111H,Emergency Department,5126,4567,183,81
2020,2020Q3,09,A210H,Emergency Department,2741,2545,28,6
2020,2020Q3,09,A216H,Minor Injury Unit or Other,65,65,0,0
2020,2020Q3,09,B120H,Emergency Department,2493,2133,55,21
2020,2020Q3,09,Y144H,Emergency Department,937,878,7,1
2020,2020Q3,09,Y146H,Emergency Department,2448,2304,4,1
2020,2020Q3,09,F704H,Emergency Department,4882,4643,4,0
2020,2020Q3,09,F708H,Minor Injury Unit or Other,134,133,0,0
2020,2020Q3,09,F709H,Minor Injury Unit or Other,285,283,0,0
2020,2020Q3,09,F805H,Minor Injury Unit or Other,1488,1487,0,0
2020,2020Q3,09,V201H,Minor Injury Unit or Other,2081,2076,0,0
2020,2020Q3,09,V217H,Emergency Department,3979,3439,18,3
2020,2020Q3,09,N101H,Emergency Department,4210,3755,19,2
2020,2020Q3,09,N121H,Emergency Department,1243,1214,0,0
2020,2020Q3,09,N333H,Minor Injury Unit or Other,798,798,0,0
2020,2020Q3,09,N334H,Minor Injury Unit or Other,497,497,0,0
2020,2020Q3,09,N335H,Minor Injury Unit or Other,276,273,0,0
2020,2020Q3,09,N411H,Emergency Department,1876,1781,2,0
2020,2020Q3,09,C206H,Minor Injury Unit or Other,1177,1162,1,0
2020,2020Q3,09,C313H,Emergency Department,2025,1889,5,0
2020,2020Q3,09,C418H,Emergency Department,4359,4018,44,2
2020,2020Q3,09,G107H,Emergency Department,6152,5708,13,0
2020,2020Q3,09,G207H,Minor Injury Unit or Other,1830,1830,0,0
2020,2020Q3,09,G306H,Minor Injury Unit or Other,1844,1837,0,0
2020,2020Q3,09,G405H,Emergency Department,6868,6162,28,0
2020,2020Q3,09,G513H,Emergency Department,4228,4149,0,0
2020,2020Q3,09,C106H,Minor Injury Unit or Other,480,479,0,0
2020,2020Q3,09,C108H,Minor Injury Unit or Other,66,65,0,0
2020,2020Q3,09,C113H,Minor Injury Unit or Other,323,323,0,0
2020,2020Q3,09,C121H,Emergency Department,629,605,3,0
2020,2020Q3,09,C122H,Minor Injury Unit or Other,372,365,0,0
2020,2020Q3,09,H101H,Minor Injury Unit or Other,7,7,0,0
2020,2020Q3,09,H103H,Emergency Department,678,635,6,0
2020,2020Q3,09,H106H,Minor Injury Unit or Other,22,22,0,0
2020,2020Q3,09,H202H,Emergency Department,2748,2486,7,0
2020,2020Q3,09,H208H,Minor Injury Unit or Other,172,172,0,0
2020,2020Q3,09,H212H,Emergency Department,632,606,1,0
2020,2020Q3,09,H214H,Minor Injury Unit or Other,336,335,0,0
2020,2020Q3,09,H215H,Minor Injury Unit or Other,72,72,0,0
2020,2020Q3,09,H224H,Minor Injury Unit or Other,291,291,0,0
2020,2020Q3,09,H227B,Minor Injury Unit or Other,58,58,0,0
2020,2020Q3,09,H227H,Minor Injury Unit or Other,139,139,0,0
2020,2020Q3,09,L106H,Emergency Department,5209,4456,51,6
2020,2020Q3,09,L302H,Emergency Department,4839,4291,35,5
2020,2020Q3,09,L308H,Emergency Department,5850,5206,57,11
2020,2020Q3,09,S108H,Minor Injury Unit or Other,59,59,0,0
2020,2020Q3,09,S116H,Minor Injury Unit or Other,3068,2743,25,0
2020,2020Q3,09,S308H,Emergency Department,4352,3996,32,8
2020,2020Q3,09,S314H,Emergency Department,9224,7925,143,31
2020,2020Q3,09,S319H,Emergency Department,3767,3659,2,0
2020,2020Q3,09,R103H,Emergency Department,506,499,0,0
2020,2020Q3,09,Z102H,Emergency Department,467,460,0,0
2020,2020Q3,09,T101H,Emergency Department,4193,3946,3,0
2020,2020Q3,09,T202H,Emergency Department,1844,1780,4,0
2020,2020Q3,09,T304H,Minor Injury Unit or Other,698,698,0,0
2020,2020Q3,09,T319H,Minor Injury Unit or Other,334,334,0,0
2020,2020Q3,09,W106H,Minor Injury Unit or Other,31,31,0,0
2020,2020Q3,09,W107H,Emergency Department,384,374,0,0
2020,2020Q3,09,W108H,Minor Injury Unit or Other,94,93,0,0
2020,2020Q4,10,A101H,Minor Injury Unit or Other,137,134,0,0
2020,2020Q4,10,A110H,Minor Injury Unit or Other,50,50,0,0
2020,2020Q4,10,A111H,Emergency Department,4628,4025,173,74
2020,2020Q4,10,A210H,Emergency Department,2515,2093,105,36
2020,2020Q4,10,A216H,Minor Injury Unit or Other,46,46,0,0
2020,2020Q4,10,B120H,Emergency Department,2167,1924,14,0
2020,2020Q4,10,Y144H,Emergency Department,821,768,8,2
2020,2020Q4,10,Y146H,Emergency Department,2319,2160,2,0
2020,2020Q4,10,F704H,Emergency Department,4612,4252,4,0
2020,2020Q4,10,F708H,Minor Injury Unit or Other,117,116,0,0
2020,2020Q4,10,F709H,Minor Injury Unit or Other,201,201,0,0
2020,2020Q4,10,F805H,Minor Injury Unit or Other,1201,1200,1,0
2020,2020Q4,10,V201H,Minor Injury Unit or Other,1797,1794,0,0
2020,2020Q4,10,V217H,Emergency Department,3806,3472,11,1
2020,2020Q4,10,N101H,Emergency Department,4081,3472,38,4
2020,2020Q4,10,N121H,Emergency Department,970,956,0,0
2020,2020Q4,10,N333H,Minor Injury Unit or Other,656,656,0,0
2020,2020Q4,10,N334H,Minor Injury Unit or Other,416,414,0,0
2020,2020Q4,10,N335H,Minor Injury Unit or Other,219,219,0,0
2020,2020Q4,10,N411H,Emergency Department,1795,1599,20,1
2020,2020Q4,10,C206H,Minor Injury Unit or Other,997,980,3,0
2020,2020Q4,10,C313H,Emergency Department,1991,1825,23,1
2020,2020Q4,10,C418H,Emergency Department,4098,3557,82,0
2020,2020Q4,10,G107H,Emergency Department,5915,5001,125,13
2020,2020Q4,10,G207H,Minor Injury Unit or Other,1206,1205,0,0
2020,2020Q4,10,G306H,Minor Injury Unit or Other,1619,1617,0,0
2020,2020Q4,10,G405H,Emergency Department,6631,5337,173,10
2020,2020Q4,10,G513H,Emergency Department,3799,3755,0,0
2020,2020Q4,10,C106H,Minor Injury Unit or Other,480,480,0,0
2020,2020Q4,10,C108H,Minor Injury Unit or Other,76,75,0,0
2020,2020Q4,10,C113H,Minor Injury Unit or Other,277,277,0,0
2020,2020Q4,10,C121H,Emergency Department,606,579,3,0
2020,2020Q4,10,C122H,Minor Injury Unit or Other,464,457,0,0
2020,2020Q4,10,H101H,Minor Injury Unit or Other,14,14,0,0
2020,2020Q4,10,H103H,Emergency Department,590,554,1,0
2020,2020Q4,10,H106H,Minor Injury Unit or Other,26,26,0,0
2020,2020Q4,10,H202H,Emergency Department,2438,2172,11,0
2020,2020Q4,10,H208H,Minor Injury Unit or Other,213,213,0,0
2020,2020Q4,10,H212H,Emergency Department,559,531,0,0
2020,2020Q4,10,H214H,Minor Injury Unit or Other,351,349,0,0
2020,2020Q4,10,H215H,Minor Injury Unit or Other,75,75,0,0
2020,2020Q4,10,H219H,Minor Injury Unit or Other,66,66,0,0
2020,2020Q4,10,H224H,Minor Injury Unit or Other,260,248,0,0
2020,2020Q4,10,H227B,Minor Injury Unit or Other,66,66,0,0
2020,2020Q4,10,H227H,Minor Injury Unit or Other,139,139,0,0
2020,2020Q4,10,L106H,Emergency Department,4910,3956,132,24
2020,2020Q4,10,L302H,Emergency Department,4439,3598,87,23
2020,2020Q4,10,L308H,Emergency Department,5648,4858,155,30
2020,2020Q4,10,S108H,Minor Injury Unit or Other,66,66,0,0
2020,2020Q4,10,S116H,Minor Injury Unit or Other,2905,2601,18,2
2020,2020Q4,10,S308H,Emergency Department,4099,3633,56,9
2020,2020Q4,10,S314H,Emergency Department,8863,7683,153,14
2020,2020Q4,10,S319H,Emergency Department,3395,3306,4,1
2020,2020Q4,10,R103H,Emergency Department,454,425,2,1
2020,2020Q4,10,Z102H,Emergency Department,443,439,0,0
2020,2020Q4,10,T101H,Emergency Department,3761,3628,3,0
2020,2020Q4,10,T202H,Emergency Department,1525,1503,2,0
2020,2020Q4,10,T304H,Minor Injury Unit or Other,585,585,0,0
2020,2020Q4,10,T319H,Minor Injury Unit or Other,304,304,0,0
2020,2020Q4,10,W106H,Minor Injury Unit or Other,36,36,0,0
2020,2020Q4,10,W107H,Emergency Department,406,393,0,0
2020,2020Q4,10,W108H,Minor Injury Unit or Other,57,57,0,0
2020,2020Q4,11,A101H,Minor Injury Unit or Other,136,130,0,0
2020,2020Q4,11,A110H,Minor Injury Unit or Other,55,54,0,0
2020,2020Q4,11,A111H,Emergency Department,3689,3073,185,68
2020,2020Q4,11,A210H,Emergency Department,1985,1497,148,46
2020,2020Q4,11,A216H,Minor Injury Unit or Other,43,43,0,0
2020,2020Q4,11,B118H,Minor Injury Unit or Other,36,36,0,0
2020,2020Q4,11,B120H,Emergency Department,2123,1859,33,7
2020,2020Q4,11,Y144H,Emergency Department,822,751,14,4
2020,2020Q4,11,Y146H,Emergency Department,2261,2119,3,0
2020,2020Q4,11,F704H,Emergency Department,4165,3748,31,0
2020,2020Q4,11,F708H,Minor Injury Unit or Other,104,101,0,0
2020,2020Q4,11,F709H,Minor Injury Unit or Other,210,210,0,0
2020,2020Q4,11,F805H,Minor Injury Unit or Other,1149,1143,0,0
2020,2020Q4,11,V201H,Minor Injury Unit or Other,1461,1459,0,0
2020,2020Q4,11,V217H,Emergency Department,3743,3451,26,12
2020,2020Q4,11,N101H,Emergency Department,4009,3465,47,3
2020,2020Q4,11,N121H,Emergency Department,1018,1002,2,0
2020,2020Q4,11,N333H,Minor Injury Unit or Other,690,690,0,0
2020,2020Q4,11,N334H,Minor Injury Unit or Other,429,429,0,0
2020,2020Q4,11,N335H,Minor Injury Unit or Other,257,257,0,0
2020,2020Q4,11,N411H,Emergency Department,1726,1621,4,0
2020,2020Q4,11,C206H,Minor Injury Unit or Other,947,919,2,0
2020,2020Q4,11,C313H,Emergency Department,1926,1769,19,0
2020,2020Q4,11,C418H,Emergency Department,3700,3303,49,1
2020,2020Q4,11,G107H,Emergency Department,5433,4825,55,7
2020,2020Q4,11,G207H,Minor Injury Unit or Other,1400,1399,0,0
2020,2020Q4,11,G306H,Minor Injury Unit or Other,1519,1511,0,0
2020,2020Q4,11,G405H,Emergency Department,6177,5001,232,16
2020,2020Q4,11,G513H,Emergency Department,3837,3792,0,0
