year,year_quarter,month,treatment_location,department_type,number_of_attendances_aggregate,number_meeting_target_aggregate,attendance_greater8hrs,attendance_greater12hrs,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown
2021,2021Q2,05,H224H,Minor Injury Unit or Other,396,393,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H227B,Minor Injury Unit or Other,77,77,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,H227H,Minor Injury Unit or Other,121,121,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,L106H,Emergency Department,6093,5230,82,22,1959,4,3966,138,26
2021,2021Q2,05,L302H,Emergency Department,5674,4429,92,20,1514,1,4049,99,11
2021,2021Q2,05,L308H,Emergency Department,6878,5182,308,48,2189,9,4563,60,57
2021,2021Q2,05,S108H,Minor Injury Unit or Other,164,164,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,S116H,Minor Injury Unit or Other,3097,2255,99,14,1186,0,1893,2,16
2021,2021Q2,05,S308H,Emergency Department,5003,4430,48,9,970,0,3557,63,413
2021,2021Q2,05,S314H,Emergency Department,10289,7765,419,122,3598,3,6551,99,38
2021,2021Q2,05,S319H,Emergency Department,4529,4417,2,0,523,1,3819,121,65
2021,2021Q2,05,R103H,Emergency Department,498,486,0,0,132,1,362,0,3
2021,2021Q2,05,Z102H,Emergency Department,523,517,0,0,152,0,363,5,3
2021,2021Q2,05,T101H,Emergency Department,4580,4269,2,0,1612,4,2748,144,72
2021,2021Q2,05,T202H,Emergency Department,1807,1696,4,0,290,2,1319,181,15
2021,2021Q2,05,T304H,Minor Injury Unit or Other,712,712,0,0,0,1,673,38,0
2021,2021Q2,05,T319H,Minor Injury Unit or Other,354,354,0,0,0,0,344,10,0
2021,2021Q2,05,W106H,Minor Injury Unit or Other,76,76,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,05,W107H,Emergency Department,374,346,0,0,124,0,243,5,2
2021,2021Q2,05,W108H,Minor Injury Unit or Other,114,114,0,0,3,0,110,0,1
2021,2021Q2,06,A101H,Minor Injury Unit or Other,282,277,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,A110H,Minor Injury Unit or Other,76,75,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,A111H,Emergency Department,5623,4564,427,200,1538,10,3594,40,441
2021,2021Q2,06,A210H,Emergency Department,2958,2398,156,36,827,1,2018,70,42
2021,2021Q2,06,A216H,Minor Injury Unit or Other,81,81,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,B118H,Minor Injury Unit or Other,48,48,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,B120H,Emergency Department,2645,2156,87,45,844,1,1723,70,7
2021,2021Q2,06,Y144H,Emergency Department,1041,967,16,1,62,0,886,56,37
2021,2021Q2,06,Y146H,Emergency Department,2754,2289,51,0,762,1,1891,20,80
2021,2021Q2,06,F704H,Emergency Department,5647,4765,33,1,1676,9,3760,65,137
2021,2021Q2,06,F708H,Minor Injury Unit or Other,186,184,1,0,0,0,180,3,3
2021,2021Q2,06,F709H,Minor Injury Unit or Other,288,287,0,0,1,0,278,9,0
2021,2021Q2,06,F805H,Minor Injury Unit or Other,1360,1360,0,0,7,0,1217,117,19
2021,2021Q2,06,V201H,Minor Injury Unit or Other,1744,1741,0,0,4,0,1605,6,129
2021,2021Q2,06,V217H,Emergency Department,5357,4063,58,9,1447,5,3379,26,500
2021,2021Q2,06,N101H,Emergency Department,4369,3631,43,8,1253,13,2930,15,158
2021,2021Q2,06,N121H,Emergency Department,1377,1362,0,0,99,1,1272,0,5
2021,2021Q2,06,N333H,Minor Injury Unit or Other,448,447,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,N334H,Minor Injury Unit or Other,470,470,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,N335H,Minor Injury Unit or Other,327,326,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,N411H,Emergency Department,2441,2188,34,2,552,4,1869,16,0
2021,2021Q2,06,C206H,Minor Injury Unit or Other,1467,1380,7,0,174,1,1206,77,9
2021,2021Q2,06,C313H,Emergency Department,2829,2550,27,1,653,4,2077,38,57
2021,2021Q2,06,C418H,Emergency Department,5661,4778,51,2,1714,11,3705,79,152
2021,2021Q2,06,G107H,Emergency Department,7360,6438,31,2,2202,15,4777,115,251
2021,2021Q2,06,G207H,Minor Injury Unit or Other,2119,2106,0,0,0,0,1833,173,113
2021,2021Q2,06,G306H,Minor Injury Unit or Other,2189,2153,1,0,0,0,2107,41,41
2021,2021Q2,06,G405H,Emergency Department,8250,6647,94,2,2818,25,5185,60,162
2021,2021Q2,06,G513H,Emergency Department,6227,6170,0,0,1103,2,5106,2,14
2021,2021Q2,06,G516H,Minor Injury Unit or Other,17,17,0,0,0,0,16,1,0
2021,2021Q2,06,C106H,Minor Injury Unit or Other,685,668,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,C108H,Minor Injury Unit or Other,78,78,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,C113H,Minor Injury Unit or Other,356,350,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,C121H,Emergency Department,812,777,4,3,183,2,591,19,17
2021,2021Q2,06,C122H,Minor Injury Unit or Other,360,349,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H101H,Minor Injury Unit or Other,23,23,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H103H,Emergency Department,758,690,5,1,168,1,545,22,22
2021,2021Q2,06,H106H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H202H,Emergency Department,3241,2765,50,2,716,3,2318,36,168
2021,2021Q2,06,H208H,Minor Injury Unit or Other,163,163,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H212H,Emergency Department,862,800,1,0,121,1,691,21,28
2021,2021Q2,06,H214H,Minor Injury Unit or Other,386,384,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H215H,Minor Injury Unit or Other,43,42,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H219H,Minor Injury Unit or Other,70,70,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H224H,Minor Injury Unit or Other,413,408,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H227B,Minor Injury Unit or Other,87,87,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,H227H,Minor Injury Unit or Other,174,172,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,L106H,Emergency Department,6192,4694,150,31,2019,11,4014,106,42
2021,2021Q2,06,L302H,Emergency Department,5930,4384,135,29,1485,2,4346,82,15
2021,2021Q2,06,L308H,Emergency Department,7112,5078,367,43,2148,4,4837,52,71
2021,2021Q2,06,S108H,Minor Injury Unit or Other,76,76,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,S116H,Minor Injury Unit or Other,3204,2441,75,23,1176,0,2015,0,13
2021,2021Q2,06,S308H,Emergency Department,5118,4393,67,14,986,3,3622,43,464
2021,2021Q2,06,S314H,Emergency Department,10418,7583,406,73,3525,2,6748,91,52
2021,2021Q2,06,S319H,Emergency Department,5139,5012,1,1,521,0,4495,43,80
2021,2021Q2,06,R103H,Emergency Department,520,510,1,0,140,0,365,3,12
2021,2021Q2,06,Z102H,Emergency Department,551,547,0,0,140,2,406,1,2
2021,2021Q2,06,T101H,Emergency Department,4748,4451,2,0,1524,8,2994,154,68
2021,2021Q2,06,T202H,Emergency Department,1948,1764,18,5,270,0,1453,194,31
2021,2021Q2,06,T304H,Minor Injury Unit or Other,812,810,0,0,0,0,769,41,2
2021,2021Q2,06,T319H,Minor Injury Unit or Other,388,388,0,0,0,0,373,15,0
2021,2021Q2,06,W106H,Minor Injury Unit or Other,61,61,NA,NA,NA,NA,NA,NA,NA
2021,2021Q2,06,W107H,Emergency Department,394,378,0,0,114,0,269,3,8
2021,2021Q2,06,W108H,Minor Injury Unit or Other,106,105,0,0,4,0,102,0,0
2021,2021Q3,07,A101H,Minor Injury Unit or Other,294,282,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,A110H,Minor Injury Unit or Other,85,84,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,A111H,Emergency Department,5493,4424,476,212,1597,10,3404,36,446
2021,2021Q3,07,A210H,Emergency Department,2993,2511,154,67,797,8,2054,72,62
2021,2021Q3,07,A216H,Minor Injury Unit or Other,70,70,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,B118H,Minor Injury Unit or Other,41,41,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,B120H,Emergency Department,2667,2166,105,42,783,4,1811,61,8
2021,2021Q3,07,Y144H,Emergency Department,1122,1027,9,0,64,1,958,71,28
2021,2021Q3,07,Y146H,Emergency Department,2875,2362,46,3,800,7,1963,38,67
2021,2021Q3,07,F704H,Emergency Department,5312,4247,66,5,1613,1,3461,53,184
2021,2021Q3,07,F708H,Minor Injury Unit or Other,213,212,0,0,2,0,210,1,0
2021,2021Q3,07,F709H,Minor Injury Unit or Other,240,238,0,0,0,0,225,13,2
2021,2021Q3,07,F805H,Minor Injury Unit or Other,1239,1237,0,0,6,0,1106,118,9
2021,2021Q3,07,V201H,Minor Injury Unit or Other,1808,1804,0,0,6,0,1664,2,136
2021,2021Q3,07,V217H,Emergency Department,5258,3620,136,34,1494,8,3194,22,540
2021,2021Q3,07,N101H,Emergency Department,4289,3251,62,8,1342,8,2741,5,193
2021,2021Q3,07,N121H,Emergency Department,1133,1110,2,0,120,0,999,0,14
2021,2021Q3,07,N333H,Minor Injury Unit or Other,291,287,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,N334H,Minor Injury Unit or Other,408,408,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,N335H,Minor Injury Unit or Other,290,290,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,N411H,Emergency Department,2329,1862,125,48,539,5,1743,31,11
2021,2021Q3,07,C206H,Minor Injury Unit or Other,1418,1327,5,0,173,0,1158,70,17
2021,2021Q3,07,C313H,Emergency Department,2730,2401,35,2,608,2,2036,30,54
2021,2021Q3,07,C418H,Emergency Department,5634,4400,167,4,1689,13,3717,73,142
2021,2021Q3,07,G107H,Emergency Department,7674,6325,73,13,2154,17,5053,137,313
2021,2021Q3,07,G207H,Minor Injury Unit or Other,1982,1974,0,0,1,0,1748,101,132
2021,2021Q3,07,G306H,Minor Injury Unit or Other,2219,2219,0,0,0,0,2109,66,44
2021,2021Q3,07,G405H,Emergency Department,8348,5826,237,14,2730,21,5345,57,195
2021,2021Q3,07,G513H,Emergency Department,5027,4980,0,0,1006,3,4013,0,5
2021,2021Q3,07,G516H,Minor Injury Unit or Other,10,10,0,0,0,0,9,1,0
2021,2021Q3,07,C106H,Minor Injury Unit or Other,669,658,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,C108H,Minor Injury Unit or Other,105,105,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,C113H,Minor Injury Unit or Other,376,373,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,C121H,Emergency Department,784,745,7,3,169,0,573,22,20
2021,2021Q3,07,C122H,Minor Injury Unit or Other,361,339,4,0,40,1,293,23,4
2021,2021Q3,07,H101H,Minor Injury Unit or Other,19,19,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H103H,Emergency Department,848,799,5,0,148,1,653,28,18
2021,2021Q3,07,H106H,Minor Injury Unit or Other,27,27,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H202H,Emergency Department,3206,2688,50,6,786,3,2204,27,186
2021,2021Q3,07,H208H,Minor Injury Unit or Other,228,228,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H212H,Emergency Department,1079,976,6,1,131,1,889,22,36
2021,2021Q3,07,H214H,Minor Injury Unit or Other,428,428,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H215H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H219H,Minor Injury Unit or Other,75,75,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H224H,Minor Injury Unit or Other,480,466,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H227B,Minor Injury Unit or Other,80,80,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,H227H,Minor Injury Unit or Other,177,177,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,L106H,Emergency Department,6006,4380,240,42,1999,6,3856,108,37
2021,2021Q3,07,L302H,Emergency Department,5672,3896,225,35,1440,5,4121,83,23
2021,2021Q3,07,L308H,Emergency Department,6538,4118,611,92,2007,8,4394,54,75
2021,2021Q3,07,S108H,Minor Injury Unit or Other,127,127,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,S116H,Minor Injury Unit or Other,3230,2383,91,24,1174,0,2053,2,1
2021,2021Q3,07,S308H,Emergency Department,4960,4081,114,17,934,0,3599,54,373
2021,2021Q3,07,S314H,Emergency Department,10368,7373,511,102,3426,4,6786,93,59
2021,2021Q3,07,S319H,Emergency Department,3857,3772,4,1,480,1,3336,2,38
2021,2021Q3,07,R103H,Emergency Department,555,541,0,0,148,2,392,3,10
2021,2021Q3,07,Z102H,Emergency Department,626,608,0,0,170,1,451,1,3
2021,2021Q3,07,T101H,Emergency Department,4624,4212,3,0,1518,9,2843,173,81
2021,2021Q3,07,T202H,Emergency Department,1971,1825,21,9,261,0,1483,201,26
2021,2021Q3,07,T304H,Minor Injury Unit or Other,642,642,0,0,0,0,619,22,1
2021,2021Q3,07,T319H,Minor Injury Unit or Other,321,321,0,0,0,0,312,9,0
2021,2021Q3,07,W106H,Minor Injury Unit or Other,66,66,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,07,W107H,Emergency Department,437,409,1,0,106,0,310,10,11
2021,2021Q3,07,W108H,Minor Injury Unit or Other,137,137,0,0,9,0,128,0,0
2021,2021Q3,08,A101H,Minor Injury Unit or Other,328,319,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,A110H,Minor Injury Unit or Other,143,139,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,A111H,Emergency Department,5743,4523,524,266,1559,9,3768,40,367
2021,2021Q3,08,A210H,Emergency Department,2944,2277,186,58,821,3,1992,68,60
2021,2021Q3,08,A216H,Minor Injury Unit or Other,84,84,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,B118H,Minor Injury Unit or Other,43,43,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,B120H,Emergency Department,2668,1888,286,157,737,3,1838,81,9
2021,2021Q3,08,Y144H,Emergency Department,1170,1041,28,5,65,1,995,75,34
2021,2021Q3,08,Y146H,Emergency Department,2833,2259,99,22,757,4,1962,39,71
2021,2021Q3,08,F704H,Emergency Department,5453,4300,106,8,1690,9,3565,53,136
2021,2021Q3,08,F708H,Minor Injury Unit or Other,194,193,0,0,1,0,184,6,3
2021,2021Q3,08,F709H,Minor Injury Unit or Other,249,249,0,0,0,0,244,5,0
2021,2021Q3,08,F805H,Minor Injury Unit or Other,1146,1144,1,0,4,0,1020,110,12
2021,2021Q3,08,V201H,Minor Injury Unit or Other,2183,2177,0,0,13,0,1993,1,176
2021,2021Q3,08,V217H,Emergency Department,5339,3431,278,41,1487,7,3322,24,499
2021,2021Q3,08,N101H,Emergency Department,4469,3268,92,9,1321,12,2970,10,156
2021,2021Q3,08,N121H,Emergency Department,1335,1283,3,2,151,1,1143,1,39
2021,2021Q3,08,N333H,Minor Injury Unit or Other,373,371,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,N334H,Minor Injury Unit or Other,433,428,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,N335H,Minor Injury Unit or Other,312,310,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,N411H,Emergency Department,2331,1928,51,11,571,2,1739,18,1
2021,2021Q3,08,C206H,Minor Injury Unit or Other,1346,1275,5,1,155,0,1110,70,11
2021,2021Q3,08,C313H,Emergency Department,2710,2129,83,10,589,4,2001,42,74
2021,2021Q3,08,C418H,Emergency Department,5613,4007,298,27,1632,17,3651,99,214
2021,2021Q3,08,G107H,Emergency Department,7579,5773,139,11,2033,21,5027,125,373
2021,2021Q3,08,G207H,Minor Injury Unit or Other,1975,1945,2,0,1,0,1674,106,194
2021,2021Q3,08,G306H,Minor Injury Unit or Other,2209,2208,0,0,0,2,2093,60,54
2021,2021Q3,08,G405H,Emergency Department,8025,4658,655,148,2602,19,5064,62,278
2021,2021Q3,08,G513H,Emergency Department,5847,5500,4,0,1339,1,4455,1,51
2021,2021Q3,08,G516H,Minor Injury Unit or Other,5,5,0,0,0,0,5,0,0
2021,2021Q3,08,C106H,Minor Injury Unit or Other,687,665,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,C108H,Minor Injury Unit or Other,103,98,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,C113H,Minor Injury Unit or Other,419,408,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,C121H,Emergency Department,815,743,7,2,186,0,585,22,22
2021,2021Q3,08,C122H,Minor Injury Unit or Other,327,298,6,2,37,0,268,14,8
2021,2021Q3,08,H101H,Minor Injury Unit or Other,12,12,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H103H,Emergency Department,817,752,9,1,173,2,605,21,16
2021,2021Q3,08,H106H,Minor Injury Unit or Other,27,27,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H202H,Emergency Department,3187,2523,91,10,781,2,2200,15,189
2021,2021Q3,08,H208H,Minor Injury Unit or Other,152,152,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H212H,Emergency Department,982,876,16,4,105,2,801,44,30
2021,2021Q3,08,H214H,Minor Injury Unit or Other,456,456,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H215H,Minor Injury Unit or Other,57,57,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H219H,Minor Injury Unit or Other,89,89,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H224H,Minor Injury Unit or Other,396,388,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H227B,Minor Injury Unit or Other,74,74,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,H227H,Minor Injury Unit or Other,168,168,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,L106H,Emergency Department,6121,4372,244,43,1941,1,4039,92,48
2021,2021Q3,08,L302H,Emergency Department,5632,3868,229,46,1444,4,4071,100,13
2021,2021Q3,08,L308H,Emergency Department,6712,4233,591,84,2208,5,4386,49,64
2021,2021Q3,08,S108H,Minor Injury Unit or Other,104,104,0,0,0,0,1,0,0
2021,2021Q3,08,S116H,Minor Injury Unit or Other,3312,2325,166,61,1177,0,2112,7,16
2021,2021Q3,08,S308H,Emergency Department,5194,3997,228,78,929,4,3701,90,470
2021,2021Q3,08,S314H,Emergency Department,10786,6557,1073,351,3307,3,7269,130,77
2021,2021Q3,08,S319H,Emergency Department,4850,4636,4,2,587,0,4207,1,55
2021,2021Q3,08,R103H,Emergency Department,562,544,0,0,126,3,425,1,7
2021,2021Q3,08,Z102H,Emergency Department,602,587,0,0,161,0,435,4,2
2021,2021Q3,08,T101H,Emergency Department,4864,4408,5,1,1576,5,3024,181,78
2021,2021Q3,08,T202H,Emergency Department,1954,1785,10,2,234,2,1506,192,20
2021,2021Q3,08,T304H,Minor Injury Unit or Other,723,723,0,0,0,1,687,34,1
2021,2021Q3,08,T319H,Minor Injury Unit or Other,342,342,0,0,0,0,324,18,0
2021,2021Q3,08,W106H,Minor Injury Unit or Other,48,48,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,08,W107H,Emergency Department,479,465,1,0,150,0,315,5,9
2021,2021Q3,08,W108H,Minor Injury Unit or Other,118,116,1,0,11,0,107,0,0
2021,2021Q3,09,A101H,Minor Injury Unit or Other,243,238,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,A110H,Minor Injury Unit or Other,81,80,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,A111H,Emergency Department,5269,3998,604,351,1677,3,3208,44,337
2021,2021Q3,09,A210H,Emergency Department,2493,1864,265,119,734,3,1622,94,40
2021,2021Q3,09,A216H,Minor Injury Unit or Other,47,47,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,B105H,Minor Injury Unit or Other,2,2,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,B118H,Minor Injury Unit or Other,28,28,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,B120H,Emergency Department,2383,1801,191,105,679,4,1605,84,11
2021,2021Q3,09,Y144H,Emergency Department,1064,951,25,3,65,1,885,63,50
2021,2021Q3,09,Y146H,Emergency Department,2727,2200,48,2,781,3,1876,24,43
2021,2021Q3,09,F704H,Emergency Department,5125,3779,249,50,1503,11,3379,64,168
2021,2021Q3,09,F708H,Minor Injury Unit or Other,198,196,0,0,4,0,188,1,5
2021,2021Q3,09,F709H,Minor Injury Unit or Other,271,271,0,0,1,0,265,4,1
2021,2021Q3,09,F805H,Minor Injury Unit or Other,1174,1173,0,0,4,0,1077,86,7
2021,2021Q3,09,V201H,Minor Injury Unit or Other,2237,2229,0,0,3,0,2060,0,174
2021,2021Q3,09,V217H,Emergency Department,5363,3040,380,50,1547,6,3223,32,555
2021,2021Q3,09,N101H,Emergency Department,4286,2991,101,9,1285,4,2769,15,213
2021,2021Q3,09,N121H,Emergency Department,1548,1440,8,0,177,1,1344,0,26
2021,2021Q3,09,N333H,Minor Injury Unit or Other,306,304,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,N334H,Minor Injury Unit or Other,431,429,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,N335H,Minor Injury Unit or Other,289,288,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,N411H,Emergency Department,2276,1900,69,20,535,2,1708,18,13
2021,2021Q3,09,C206H,Minor Injury Unit or Other,1256,1170,8,1,150,0,1039,57,10
2021,2021Q3,09,C313H,Emergency Department,2536,1881,96,9,564,6,1838,67,61
2021,2021Q3,09,C418H,Emergency Department,4988,3554,347,46,1511,10,3273,64,130
2021,2021Q3,09,G107H,Emergency Department,7304,4992,450,58,1973,18,4774,117,422
2021,2021Q3,09,G207H,Minor Injury Unit or Other,1940,1904,0,0,0,0,1647,127,166
2021,2021Q3,09,G306H,Minor Injury Unit or Other,2113,2112,0,0,0,0,1996,76,41
2021,2021Q3,09,G405H,Emergency Department,7214,4039,720,144,2417,19,4530,54,194
2021,2021Q3,09,G513H,Emergency Department,6941,6357,3,0,1473,1,5417,0,50
2021,2021Q3,09,G516H,Minor Injury Unit or Other,14,14,0,0,0,0,14,0,0
2021,2021Q3,09,C106H,Minor Injury Unit or Other,593,516,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,C108H,Minor Injury Unit or Other,96,90,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,C113H,Minor Injury Unit or Other,290,282,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,C121H,Emergency Department,743,690,2,0,162,1,542,20,18
2021,2021Q3,09,C122H,Minor Injury Unit or Other,316,301,4,1,34,1,258,11,12
2021,2021Q3,09,H101H,Minor Injury Unit or Other,12,12,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H103H,Emergency Department,749,681,5,1,145,1,557,26,20
2021,2021Q3,09,H106H,Minor Injury Unit or Other,24,24,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H202H,Emergency Department,2989,2271,84,13,778,1,1980,31,199
2021,2021Q3,09,H208H,Minor Injury Unit or Other,165,165,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H212H,Emergency Department,809,725,6,0,108,2,655,22,22
2021,2021Q3,09,H214H,Minor Injury Unit or Other,381,378,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H215H,Minor Injury Unit or Other,61,59,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H219H,Minor Injury Unit or Other,10,10,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H224H,Minor Injury Unit or Other,282,277,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H227B,Minor Injury Unit or Other,72,72,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,H227H,Minor Injury Unit or Other,125,121,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,L106H,Emergency Department,5870,4502,153,19,1740,7,4024,84,15
2021,2021Q3,09,L302H,Emergency Department,5281,3735,204,43,1379,6,3779,111,6
2021,2021Q3,09,L308H,Emergency Department,6298,3836,702,149,2138,7,4014,56,83
2021,2021Q3,09,S116H,Minor Injury Unit or Other,3392,2158,361,109,1154,0,2211,4,23
2021,2021Q3,09,S308H,Emergency Department,5155,3716,364,110,902,4,3707,56,486
2021,2021Q3,09,S314H,Emergency Department,10382,5870,1358,581,3014,7,7182,119,60
2021,2021Q3,09,S319H,Emergency Department,6042,5672,12,0,756,0,5238,3,45
2021,2021Q3,09,R103H,Emergency Department,532,510,1,1,116,1,402,5,8
2021,2021Q3,09,Z102H,Emergency Department,531,519,1,0,118,3,404,3,3
2021,2021Q3,09,T101H,Emergency Department,4895,4481,3,0,1586,5,3003,200,101
2021,2021Q3,09,T202H,Emergency Department,1929,1816,12,3,235,2,1467,202,23
2021,2021Q3,09,T304H,Minor Injury Unit or Other,650,650,0,0,0,0,609,40,1
2021,2021Q3,09,T319H,Minor Injury Unit or Other,305,305,0,0,0,1,296,7,1
2021,2021Q3,09,W106H,Minor Injury Unit or Other,23,23,NA,NA,NA,NA,NA,NA,NA
2021,2021Q3,09,W107H,Emergency Department,340,333,0,0,80,0,250,6,4
2021,2021Q3,09,W108H,Minor Injury Unit or Other,79,78,0,0,3,0,73,2,1
2021,2021Q4,10,A101H,Minor Injury Unit or Other,226,217,NA,NA,NA,NA,NA,NA,NA
2021,2021Q4,10,A110H,Minor Injury Unit or Other,81,81,NA,NA,NA,NA,NA,NA,NA
2021,2021Q4,10,A111H,Emergency Department,5147,3844,604,361,1596,9,3146,55,341
2021,2021Q4,10,A210H,Emergency Department,2538,1834,285,136,708,5,1657,111,57
2021,2021Q4,10,A216H,Minor Injury Unit or Other,55,55,NA,NA,NA,NA,NA,NA,NA
2021,2021Q4,10,B118H,Minor Injury Unit or Other,23,23,NA,NA,NA,NA,NA,NA,NA
2021,2021Q4,10,B120H,Emergency Department,2353,1786,182,98,710,2,1572,63,6
2021,2021Q4,10,Y144H,Emergency Department,955,861,20,5,62,1,799,49,44
2021,2021Q4,10,Y146H,Emergency Department,2555,1937,72,11,790,3,1699,19,44
2021,2021Q4,10,F704H,Emergency Department,5039,3536,373,62,1653,8,3190,78,110
2021,2021Q4,10,F708H,Minor Injury Unit or Other,138,134,1,0,2,0,133,2,1
2021,2021Q4,10,F709H,Minor Injury Unit or Other,218,217,0,0,0,0,212,6,0
2021,2021Q4,10,F805H,Minor Injury Unit or Other,970,968,0,0,3,0,893,70,4
2021,2021Q4,10,V201H,Minor Injury Unit or Other,1877,1874,0,0,6,0,1737,1,133
2021,2021Q4,10,V217H,Emergency Department,5034,2380,730,161,1500,10,3027,31,466
2021,2021Q4,10,N101H,Emergency Department,4223,2785,194,24,1324,7,2736,16,140
2021,2021Q4,10,N121H,Emergency Department,1177,1113,8,0,144,0,1003,3,27
2021,2021Q4,10,N333H,Minor Injury Unit or Other,337,335,NA,NA,NA,NA,NA,NA,NA
